new_index,s_time,e_time,delta_time,old_index
4711,27300,32340,7500,303
4712,27300,29940,-11340,990
4713,27360,32820,3600,485
4714,27360,32640,-13200,1505
4715,27360,30300,-10080,807
4716,27360,29340,-11340,873
4717,27360,28200,-11760,754
4718,27360,29460,5760,265
4719,27360,29340,-11520,900
4720,27360,30060,18060,161
4721,27360,30240,-12240,1254
4722,27360,28860,4740,271
4723,27360,31320,-11340,1283
4724,27360,29400,-12960,1201
4725,27360,30360,-9240,729
4726,27360,30240,960,486
4727,27360,28920,26640,10
4728,27360,30720,-11520,1192
4729,27360,31200,26760,62
4730,27360,30420,-11340,1098
4731,27360,32040,9360,230
4732,27360,28920,26640,11
4733,27360,32040,9360,229
4734,27360,32280,8160,275
4735,27360,30600,27360,21
4736,27360,29340,-12240,1084
4737,27360,28380,-12240,797
4738,27360,30120,-12240,1217
4739,27360,32880,9360,255
4740,27360,30900,-9240,783
4741,27360,29640,-12240,1119
4742,27360,29100,-11340,815
4743,27360,29580,-11520,963
4744,27360,30360,-11640,1113
4745,27360,31200,25860,142
4746,27360,32040,8400,257
4747,27360,28560,-11520,776
4748,27360,31200,26460,89
4749,27360,31260,-12240,1382
4750,27360,32040,8340,342
4751,27360,28440,2160,353
4752,27360,30000,5760,280
4753,27360,31560,-11520,1334
4754,27360,29100,-12000,1040
4755,27360,28380,-11520,745
4756,27360,28440,2160,352
4757,27360,32280,8160,276
4758,27360,28560,-11520,765
4759,27360,28800,-11880,875
4760,27360,30960,-11340,1221
4761,27360,29220,-11340,863
4762,27360,30960,-11340,1196
4763,27360,28020,-12060,768
4764,27360,28380,-11700,751
4765,27360,32040,-12240,1447
4766,27360,32340,-11040,1364
4767,27360,30900,27000,36
4768,27360,30600,-11040,1097
4769,27360,32880,9360,254
4770,27360,30840,9120,194
4771,27360,29160,-10140,710
4772,27420,31080,1920,482
4773,27420,32640,3600,474
4774,27420,32400,-11100,1391
4775,27420,30120,-11340,1025
4776,27420,31500,-12180,1402
4777,27420,30180,0,539
4778,27420,28080,-11580,733
4779,27420,29400,-11220,853
4780,27420,29400,-11880,993
4781,27420,31200,-12480,1399
4782,27420,29460,-11880,999
4783,27420,32700,7560,314
4784,27420,29700,-12780,1222
4785,27420,29100,-11520,854
4786,27420,30780,-12180,1317
4787,27420,31980,-11760,1407
4788,27420,29520,-11880,1020
4789,27420,31260,-11880,1344
4790,27420,30720,720,489
4791,27420,29940,-12180,1166
4792,27420,31380,1620,508
4793,27420,29460,-11340,884
4794,27420,28980,-13080,1227
4795,27420,28320,-14880,1346
4796,27420,31020,0,587
4797,27420,29100,-11700,885
4798,27420,29220,3120,346
4799,27420,31080,27000,38
4800,27480,30300,-11220,1039
4801,27480,29160,-11520,861
4802,27480,29340,-11520,895
4803,27480,30480,-11520,1150
4804,27480,28980,-11520,837
4805,27480,30240,-600,547
4806,27480,31200,-11700,1297
4807,27480,29700,24780,45
4808,27480,29580,0,498
4809,27480,30900,1680,508
4810,27480,31440,-9720,959
4811,27480,33000,23580,137
4812,27480,30540,-11520,1163
4813,27480,29100,-11400,830
4814,27480,31260,4080,396
4815,27480,30240,-11520,1078
4816,27480,30360,-10920,985
4817,27480,29880,-12420,1203
4818,27480,29640,1380,440
4819,27480,30420,-11220,1066
4820,27480,29580,-11220,879
4821,27480,29460,-11040,839
4822,27480,31440,-10920,1209
4823,27480,28200,-11400,725
4824,27480,30720,-11520,1191
4825,27480,31560,-11700,1353
4826,27480,30240,-11520,1079
4827,27480,31260,4080,394
4828,27480,29760,1380,447
4829,27480,30780,-11520,1225
4830,27480,30660,-11520,1184
4831,27480,29160,-11520,866
4832,27480,30540,-13800,1432
4833,27480,29520,-11520,929
4834,27480,29280,-12000,974
4835,27480,29520,-11520,941
4836,27480,29940,-11400,992
4837,27480,31260,-11220,1253
4838,27480,31140,7680,253
4839,27480,29460,-11160,867
4840,27480,30120,-11220,996
4841,27540,30480,-11760,1207
4842,27540,28260,-8580,687
4843,27540,30360,-11760,1168
4844,27540,28740,27240,1
4845,27540,29820,-9360,709
4846,27540,30840,-10260,957
4847,27540,36060,-8700,1467
4848,27540,31920,9300,222
4849,27540,30240,-11340,1050
4850,27540,31740,26640,90
4851,27540,31380,1440,520
4852,27540,30480,-60,659
4853,27540,30180,-11760,1131
4854,27540,31380,26940,62
4855,27540,29100,1200,419
4856,27540,31200,-13860,1482
4857,27540,29520,-9360,700
4858,27540,32040,9180,239
4859,27540,31380,26040,142
4860,27540,32700,9000,261
4861,27540,31440,4680,288
4862,27540,29160,-11220,813
4863,27540,31920,9300,220
4864,27600,29700,-11880,1018
4865,27600,32280,-12600,1471
4866,27600,33240,9600,260
4867,27600,28440,-12420,904
4868,27600,31260,-12600,1421
4869,27600,29280,2400,379
4870,27600,33120,8400,299
4871,27600,29640,2400,400
4872,27600,31560,3600,422
4873,27600,32340,24000,154
4874,27600,28500,1800,371
4875,27600,30420,-12000,1228
4876,27600,31140,-10800,1123
4877,27600,30360,-12000,1229
4878,27600,28500,-12600,920
4879,27600,33120,9000,272
4880,27600,29340,-11400,889
4881,27600,32280,24600,108
4882,27600,30540,2700,436
4883,27600,28500,4200,286
4884,27600,31380,2400,471
4885,27600,28500,4200,285
4886,27600,31380,9600,195
4887,27600,29640,-8700,695
4888,27600,28380,-12000,795
4889,27600,30360,6000,290
4890,27600,31380,-10920,1213
4891,27600,32340,24900,107
4892,27600,30540,-10260,891
4893,27600,31440,6000,321
4894,27600,30540,6000,281
4895,27600,32820,7200,331
4896,27600,29340,4200,306
4897,27600,28440,-12000,812
4898,27600,28380,-12000,809
4899,27600,31500,5100,345
4900,27600,30240,-10800,953
4901,27600,31320,-12000,1356
4902,27600,28380,-13500,1116
4903,27600,31320,1200,534
4904,27600,31260,-12000,1348
4905,27600,32700,9600,246
4906,27600,32700,9600,247
4907,27600,28500,5400,244
4908,27600,30900,1200,504
4909,27600,37320,8400,468
4910,27600,28440,2400,343
4911,27600,30300,18300,161
4912,27600,31500,9180,211
4913,27600,33120,8400,298
4914,27600,31320,0,612
4915,27600,28440,-10800,711
4916,27600,28440,2400,344
4917,27600,30300,-11220,1029
4918,27600,29340,-12900,1143
4919,27600,31500,9180,213
4920,27600,32280,5400,381
4921,27600,28260,-11760,767
4922,27600,31800,-11520,1367
4923,27600,32520,6000,360
4924,27600,30120,-10800,905
4925,27600,28800,2400,357
4926,27600,28980,-12000,923
4927,27600,32160,7200,307
4928,27600,29940,900,475
4929,27600,28740,-11040,743
4930,27600,30960,2400,456
4931,27600,31020,-12540,1395
4932,27600,29460,-11100,802
4933,27600,30960,2400,457
4934,27600,30960,1200,505
4935,27600,30120,0,533
4936,27600,32400,4920,443
4937,27600,30900,-10800,1080
4938,27600,28620,-12120,877
4939,27600,32160,7200,308
4940,27600,29580,2400,397
4941,27600,30900,0,582
4942,27600,28320,5580,219
4943,27600,30120,6000,274
4944,27600,30840,-12000,1296
4945,27600,32460,-13200,1498
4946,27600,28620,-12000,844
4947,27600,29580,-11520,938
4948,27600,30900,0,584
4949,27600,28680,-12600,997
4950,27600,29820,3600,348
4951,27600,30840,9600,187
4952,27600,28560,2400,347
4953,27600,30780,900,514
4954,27600,30060,-12000,1157
4955,27600,29580,2400,398
4956,27600,28860,7200,192
4957,27600,28260,300,421
4958,27600,29460,6000,252
4959,27600,35280,0,676
4960,27600,34020,9600,291
4961,27600,29760,2400,403
4962,27600,29040,23400,78
4963,27600,31740,2400,488
4964,27600,30900,-11400,1195
4965,27600,31800,-9600,1016
4966,27600,33540,-12600,1514
4967,27600,31740,9600,206
4968,27600,34200,1800,623
4969,27600,32400,4800,414
4970,27600,32880,0,658
4971,27600,30720,25200,70
4972,27600,30120,-11400,1045
4973,27600,28680,-13500,1258
4974,27600,32520,6000,361
4975,27600,30120,-11400,1035
4976,27600,29760,-9600,717
4977,27600,30900,-12600,933
4978,27600,32880,0,659
4979,27600,31020,0,591
4980,27600,29520,3600,340
4981,27600,30960,26400,50
4982,27600,28980,0,472
4983,27600,30000,3000,384
4984,27600,29880,6000,270
4985,27600,30720,-12000,1285
4986,27600,32220,9600,221
4987,27600,29580,-14400,1424
4988,27600,30000,-14400,1450
4989,27600,31620,9600,204
4990,27600,30600,0,568
4991,27600,33240,9600,259
4992,27600,29520,7200,212
4993,27600,28620,6000,226
4994,27600,30120,6000,273
4995,27600,30780,9000,196
4996,27600,30780,9000,197
4997,27600,28620,-12000,831
4998,27600,30780,600,537
4999,27600,28800,-12300,964
5000,27600,29700,-12000,1068
5001,27600,30780,600,540
5002,27600,29520,2400,407
5003,27600,29160,-10800,750
5004,27600,31860,2400,492
5005,27600,32400,9600,237
5006,27600,30780,900,515
5007,27600,32640,7800,303
5008,27600,30000,-12000,1128
5009,27600,31140,900,542
5010,27600,29940,5400,287
5011,27600,31140,-11880,1312
5012,27600,29460,-11640,947
5013,27600,31020,-11940,1251
5014,27600,28920,6000,235
5015,27600,31140,-12000,1337
5016,27600,29040,-12000,857
5017,27600,29880,6000,269
5018,27600,31620,7200,292
5019,27600,29520,7200,210
5020,27600,29520,-12000,1028
5021,27600,31860,1800,527
5022,27600,29820,1200,461
5023,27600,30180,2400,409
5024,27600,29760,8400,191
5025,27600,28980,-13080,1085
5026,27600,30780,-10800,1056
5027,27600,30600,4500,337
5028,27600,30960,0,588
5029,27600,30600,0,567
5030,27600,31620,9600,202
5031,27600,30180,7500,223
5032,27600,30180,7500,227
5033,27600,31620,1620,507
5034,27600,32580,7200,319
5035,27600,31860,1800,529
5036,27660,30420,-11220,1065
5037,27660,29580,-12240,1101
5038,27660,28980,-12180,971
5039,27660,30540,-11220,1083
5040,27660,29400,-11400,883
5041,27660,30300,7560,231
5042,27660,30660,-11340,1129
5043,27660,28020,-11340,718
5044,27660,31140,-11340,1244
5045,27660,28140,-10800,703
5046,27660,28920,25560,22
5047,27660,31260,7920,251
5048,27660,30300,7560,232
5049,27660,30960,-11220,1174
5050,27660,28920,-11400,804
5051,27660,30420,-10800,995
5052,27660,31440,-11220,1281
5053,27660,31620,-9300,914
5054,27660,30300,-11040,1012
5055,27660,30900,-11040,1125
5056,27660,31560,-11700,1357
5057,27660,29040,-10920,760
5058,27660,29700,-11220,906
5059,27660,30240,-11520,1090
5060,27660,31620,-11760,1371
5061,27720,28440,-11700,785
5062,27720,31260,27360,36
5063,27720,28800,2520,352
5064,27720,31980,-11880,1415
5065,27720,32340,9660,224
5066,27720,30960,-10080,937
5067,27720,29580,3240,355
5068,27720,29580,3240,354
5069,27720,32460,-11880,1449
5070,27720,30960,27720,21
5071,27720,29160,-12480,1120
5072,27720,31320,-11760,1330
5073,27720,29220,-11400,859
5074,27720,32340,9240,242
5075,27720,30540,1440,478
5076,27720,31740,1020,502
5077,27720,32700,-10800,1391
5078,27720,32880,-11880,1462
5079,27720,29760,-11880,1058
5080,27720,31200,1320,512
5081,27720,30180,-11880,1144
5082,27720,31140,9240,200
5083,27720,30180,-11520,1069
5084,27720,28620,-13500,1114
5085,27720,32340,9660,228
5086,27720,28800,2520,353
5087,27720,29100,6120,233
5088,27720,29400,8100,189
5089,27720,30900,-12000,1306
5090,27720,30240,7560,225
5091,27720,31560,26220,142
5092,27720,30240,-13440,1418
5093,27720,31560,27120,62
5094,27720,28920,0,467
5095,27720,29700,-11160,900
5096,27720,28920,0,466
5097,27720,31740,-11160,1137
5098,27720,29100,-12120,928
5099,27720,33120,-11880,1479
5100,27720,29220,-12240,983
5101,27720,31020,9120,201
5102,27720,29460,-11520,934
5103,27720,30360,-1080,622
5104,27720,30360,-10920,990
5105,27720,29460,-11880,962
5106,27720,32400,9120,272
5107,27780,30600,-9360,756
5108,27780,30480,1080,489
5109,27780,33960,-12420,1519
5110,27780,31860,180,658
5111,27780,31620,26880,89
5112,27780,29400,-10920,803
5113,27780,29460,-11160,854
5114,27780,30720,-11760,1251
5115,27780,31380,-11220,1260
5116,27780,32760,1320,575
5117,27780,30840,-11220,1139
5118,27780,31320,-8820,783
5119,27780,29760,6420,250
5120,27780,30180,-11040,979
5121,27780,29700,-11220,921
5122,27780,30660,-10800,1021
5123,27780,32820,-10920,1405
5124,27780,28320,-10800,708
5125,27780,31920,7680,283
5126,27780,30300,-11220,1048
5127,27780,30660,-11220,1115
5128,27780,30060,-12240,1218
5129,27780,30180,-11220,1017
5130,27780,30420,-9120,723
5131,27780,30420,-11220,1063
5132,27780,31560,-11220,1287
5133,27780,31800,1440,552
5134,27780,33060,7920,314
5135,27840,30960,-11160,1179
5136,27840,30720,1440,486
5137,27840,31140,-10560,1077
5138,27840,30540,18540,161
5139,27840,28380,-11340,731
5140,27840,28320,-11760,764
5141,27840,30660,-8400,706
5142,27840,29220,6720,218
5143,27840,31020,-11340,1232
5144,27840,31140,3360,404
5145,27840,29640,-10800,814
5146,27840,32700,-10920,1398
5147,27840,29820,-10800,867
5148,27840,35040,2580,646
5149,27840,28800,-11760,836
5150,27840,32220,9600,220
5151,27840,36360,-8400,1467
5152,27840,31560,-10800,1238
5153,27840,32760,8640,275
5154,27840,29040,-11040,776
5155,27840,29880,-10920,884
5156,27840,32700,1440,603
5157,27840,33420,24840,128
5158,27840,32220,9600,222
5159,27840,34380,9180,315
5160,27840,31620,-10800,1247
5161,27840,32700,2040,529
5162,27840,31620,2400,484
5163,27840,31620,2400,483
5164,27840,32760,8640,276
5165,27840,31320,9600,194
5166,27840,29520,-12060,980
5167,27840,28860,-11040,745
5168,27840,29520,-15000,1454
5169,27840,29040,-11040,765
5170,27900,31560,0,621
5171,27900,29820,1800,425
5172,27900,31680,7200,294
5173,27900,29040,-10800,735
5174,27900,32940,8100,303
5175,27900,34500,0,673
5176,27900,29820,-11700,1049
5177,27900,31080,1800,487
5178,27900,28620,-11760,792
5179,27900,32700,900,628
5180,27900,30120,2700,408
5181,27900,31080,-10800,1109
5182,27900,31560,0,620
5183,27900,31740,27300,62
5184,27900,29820,1800,426
5185,27900,29820,-10800,848
5186,27900,28680,-11400,779
5187,27900,30120,3900,348
5188,27900,29100,-12000,1117
5189,27900,30600,-600,577
5190,27900,31620,-600,578
5191,27900,29580,-12420,1187
5192,27900,30600,-11700,1224
5193,27900,28320,-12600,936
5194,27900,31620,-10800,1233
5195,27900,30180,1800,451
5196,27900,30600,-10800,1009
5197,27900,29040,-12600,1005
5198,27900,30180,-10800,915
5199,27900,31680,7200,295
5200,27900,32460,-10800,1354
5201,27900,29460,-10800,790
5202,27900,30840,1200,499
5203,27900,30180,-12000,1183
5204,27900,34500,0,672
5205,27900,29820,-10800,864
5206,27900,30180,1800,449
5207,27900,31080,4200,376
5208,27900,31740,26400,142
5209,27900,33540,8100,322
5210,27900,29520,-11100,816
5211,27900,29880,-10800,873
5212,27900,28800,-14400,1346
5213,27900,28740,3600,310
5214,27900,30000,2400,415
5215,27900,30000,-10800,893
5216,27900,31860,3900,422
5217,27900,32520,9900,221
5218,27900,33480,-11100,1456
5219,27900,29520,-11700,922
5220,27900,32580,900,624
5221,27900,28740,-10920,734
5222,27900,29220,6900,207
5223,27900,28740,-12120,903
5224,27900,32580,1200,616
5225,27900,29940,2700,400
5226,27900,29940,-10800,876
5227,27900,29460,-11700,966
5228,27900,28980,900,435
5229,27900,30060,-10800,912
5230,27900,30720,4500,396
5231,27900,32700,5100,414
5232,27900,29460,-10860,763
5233,27900,30120,4500,330
5234,27900,30780,-10800,1064
5235,27900,30660,7500,236
5236,27900,28680,-11700,829
5237,27900,31080,0,594
5238,27900,31980,9900,205
5239,27900,31740,-10800,1268
5240,27900,29880,-9600,722
5241,27900,31080,-11400,1257
5242,27900,31980,-10800,1293
5243,27900,30660,-11700,1235
5244,27900,29040,-10800,741
5245,27900,29880,3900,341
5246,27900,31020,1500,486
5247,27900,31080,900,536
5248,27900,31560,0,619
5249,27900,30840,-10800,1075
5250,27900,30840,-10800,1052
5251,27900,28920,-12600,1019
5252,27900,30900,-10800,1089
5253,27900,33840,9600,279
5254,27900,30540,22500,122
5255,27900,30360,-10920,986
5256,27900,30900,-10800,1074
5257,27900,30360,-11220,1060
5258,27900,28920,-8700,688
5259,27900,28380,25800,24
5260,27900,31380,1800,496
5261,27900,31380,1800,494
5262,27900,28560,600,421
5263,27900,32220,-10800,1313
5264,27900,29160,-14340,1410
5265,27900,32340,-10800,1333
5266,27900,30840,0,579
5267,27900,31200,-10800,1135
5268,27900,32340,9900,216
5269,27900,30480,-12000,1250
5270,27900,29640,-12600,1197
5271,27900,30480,2400,438
5272,27900,28440,-11880,787
5273,27900,28500,2700,338
5274,27900,32280,-10800,1325
5275,27900,31260,600,569
5276,27900,30420,-12600,1308
5277,27900,28500,2700,335
5278,27900,31320,-11220,1248
5279,27900,30900,-10800,1088
5280,27900,29640,9000,181
5281,27900,29640,9000,180
5282,27900,28500,2700,334
5283,27900,29160,5400,263
5284,27900,32280,-10800,1327
5285,27900,29340,3000,356
5286,27900,29100,-12600,1099
5287,27900,32760,3600,480
5288,27900,29160,5400,264
5289,27900,31320,27900,27
5290,27900,30480,-12000,1256
5291,27900,30840,-10800,1059
5292,27900,28740,3600,311
5293,27900,30540,6300,282
5294,27900,29580,-11760,1001
5295,27900,30840,1200,501
5296,27900,32400,1800,563
5297,27900,31560,2400,482
5298,27900,29160,-11700,982
5299,27900,29160,-10800,757
5300,27900,29400,27000,13
5301,27900,29400,27000,12
5302,27900,32160,1800,550
5303,27900,29400,-10800,794
5304,27900,29400,-10500,748
5305,27900,30540,6300,284
5306,27900,28560,-11160,747
5307,27900,32160,-9600,1100
5308,27900,31440,0,617
5309,27900,32160,-10800,1315
5310,27900,32100,-11760,1412
5311,27900,31440,-10800,1199
5312,27900,30240,-11400,1062
5313,27900,33180,-10800,1428
5314,27900,31560,-12000,1388
5315,27900,30300,0,548
5316,27900,29760,-9900,732
5317,27960,30180,-12240,1239
5318,27960,31620,-10440,1155
5319,27960,30420,360,533
5320,27960,29820,-10440,791
5321,27960,29460,2400,386
5322,27960,31320,-11340,1274
5323,27960,30780,-11340,1168
5324,27960,29040,-11820,898
5325,27960,31020,-11340,1226
5326,27960,31320,5760,327
5327,27960,31320,5760,328
5328,27960,28440,-14400,1299
5329,27960,30900,-10560,1032
5330,27960,29160,-11640,886
5331,27960,30000,-11340,1011
5332,27960,32160,27060,90
5333,27960,32160,-10920,1326
5334,27960,29880,-8640,697
5335,27960,30660,-10800,1025
5336,27960,30300,-8640,701
5337,27960,29820,-11040,895
5338,27960,30660,-10920,1050
5339,27960,31740,-11340,1335
5340,27960,29760,-11520,974
5341,27960,31620,8160,253
5342,27960,28680,-12060,869
5343,27960,31080,-10920,1137
5344,27960,31680,-11220,1307
5345,28020,31620,-11760,1370
5346,28020,30900,-11340,1206
5347,28020,34860,9000,342
5348,28020,30720,-11760,1259
5349,28020,33000,-10500,1391
5350,28020,31920,-9180,958
5351,28020,30240,-12480,1280
5352,28020,31680,-7980,730
5353,28020,31620,8280,251
5354,28020,31500,4320,391
5355,28020,31260,-10080,1007
5356,28080,29640,27360,11
5357,28080,31020,-9360,807
5358,28080,31980,-11520,1382
5359,28080,29640,-11760,1015
5360,28080,31920,27480,62
5361,28080,33600,10080,255
5362,28080,33600,10080,254
5363,28080,28800,-10800,725
5364,28080,30780,-10920,1087
5365,28080,33600,24180,137
5366,28080,29880,7080,214
5367,28080,30780,-10800,1046
5368,28080,30840,-11520,1229
5369,28080,32280,-10800,1334
5370,28080,29880,-11220,955
5371,28080,32220,-10920,1336
5372,28080,29700,-10800,830
5373,28080,28980,-11520,822
5374,28080,29160,2880,353
5375,28080,29160,2880,352
5376,28080,33060,0,660
5377,28080,32280,-11040,1367
5378,28080,32940,-12420,1488
5379,28080,30780,18780,161
5380,28080,29640,27360,10
5381,28080,32760,10080,230
5382,28080,29220,-10560,743
5383,28080,31440,-10800,1192
5384,28080,30060,-10560,853
5385,28080,30060,-13920,1424
5386,28080,28560,-11460,772
5387,28080,30060,-10800,900
5388,28080,32580,-13320,1507
5389,28080,32580,9720,239
5390,28080,31080,-10800,1106
5391,28080,30600,-11220,1094
5392,28080,31620,27720,36
5393,28080,30060,-11040,938
5394,28080,32760,-11520,1446
5395,28080,30060,-11220,993
5396,28080,30120,-10920,931
5397,28080,31080,-10920,1113
5398,28080,30540,7680,236
5399,28080,31260,-10920,1193
5400,28080,31080,-11160,1110
5401,28080,32640,-10800,1380
5402,28080,30720,7980,231
5403,28080,28500,5400,248
5404,28080,30720,7980,232
5405,28080,32760,10080,229
5406,28080,29940,6480,265
5407,28080,31920,26580,142
5408,28080,30300,-10800,963
5409,28080,31920,480,591
5410,28080,30420,1380,503
5411,28080,30600,-10920,1030
5412,28080,30420,-13200,1401
5413,28080,31320,28080,21
5414,28080,33300,7680,331
5415,28080,30300,0,547
5416,28080,31320,-8820,782
5417,28080,30540,-10800,992
5418,28080,31740,-11220,1314
5419,28080,29340,-14160,1376
5420,28080,29400,-10800,820
5421,28080,32700,-11520,1442
5422,28140,30540,-10560,965
5423,28140,30240,-10560,879
5424,28140,30660,7560,245
5425,28140,32040,9720,211
5426,28140,29760,-10560,802
5427,28140,32040,9720,213
5428,28140,36660,-8100,1467
5429,28140,31440,1200,541
5430,28140,29820,-10800,854
5431,28140,30120,7200,240
5432,28140,31140,-10560,1081
5433,28140,32520,9900,222
5434,28140,30720,-11040,1090
5435,28140,31920,-10560,1253
5436,28140,33420,8280,314
5437,28140,30780,-10500,990
5438,28140,32520,9900,220
5439,28140,32760,10080,224
5440,28140,30360,25440,45
5441,28140,34560,-9660,1443
5442,28140,31080,-10560,1066
5443,28140,29940,-9360,710
5444,28140,32760,10080,228
5445,28200,31260,0,605
5446,28200,31440,26700,142
5447,28200,32160,4200,422
5448,28200,31200,27900,23
5449,28200,31320,1200,531
5450,28200,31320,0,610
5451,28200,33000,5400,414
5452,28200,31440,10200,187
5453,28200,32760,0,656
5454,28200,32340,10200,206
5455,28200,31260,0,602
5456,28200,32760,5580,463
5457,28200,32280,3900,481
5458,28200,33840,10200,259
5459,28200,33840,10200,260
5460,28200,33180,3000,535
5461,28200,32220,5520,443
5462,28200,31260,1200,528
5463,28200,32220,6600,309
5464,28200,31320,27600,32
5465,28200,31200,-10800,1145
5466,28200,32820,10200,221
5467,28200,33000,10200,237
5468,28200,32280,0,641
5469,28200,32220,10200,204
5470,28200,31380,1200,540
5471,28200,31380,1200,537
5472,28200,31320,27600,33
5473,28200,31200,-10800,1150
5474,28200,33120,3000,530
5475,28200,32220,10200,202
5476,28200,31260,0,606
5477,28200,31320,0,611
5478,28200,31200,-10800,1148
5479,28200,34860,5580,463
5480,28200,30960,0,590
5481,28200,31200,-10800,1124
5482,28200,32640,-10800,1372
5483,28200,34620,10200,291
5484,28200,32580,0,650
5485,28200,31980,-10800,1294
5486,28200,32520,-10800,1363
5487,28200,31980,-10800,1289
5488,28200,31980,0,638
5489,28200,31800,-10800,1269
5490,28200,32880,9240,257
5491,28200,31980,3600,448
5492,28200,30960,1080,546
5493,28200,32580,8400,277
5494,28200,33420,4800,462
5495,28200,31800,-10800,1267
5496,28200,31980,10200,195
5497,28200,31980,3000,471
5498,28200,31980,3600,450
5499,28200,32580,8400,278
5500,28200,31020,6000,301
5501,28200,32880,25200,108
5502,28200,32880,6000,381
5503,28200,31920,0,631
5504,28200,31020,-10800,1102
5505,28200,31920,-10800,1284
5506,28200,31920,0,632
5507,28200,31020,1920,478
5508,28200,31020,-11400,1243
5509,28200,31080,-10800,1105
5510,28200,31500,-10800,1195
5511,28200,31740,1800,519
5512,28200,33660,25200,127
5513,28200,32160,-10800,1311
5514,28200,32700,7200,333
5515,28200,31500,9600,201
5516,28200,31200,-8400,729
5517,28200,32100,-10800,1302
5518,28200,31140,-10800,1127
5519,28200,32820,-10500,1369
5520,28200,31560,600,588
5521,28200,30900,0,583
5522,28200,30960,1200,510
5523,28200,32640,9600,241
5524,28200,33240,8400,303
5525,28200,32040,27300,89
5526,28200,31620,-10500,1175
5527,28200,33300,10200,247
5528,28200,32400,5100,374
5529,28200,31140,-10800,1130
5530,28200,31620,-10800,1240
5531,28200,31620,-11760,1385
5532,28200,31140,-10800,1133
5533,28200,31140,3000,343
5534,28200,34380,1800,649
5535,28200,31680,9900,198
5536,28200,33300,10200,246
5537,28200,30960,18900,161
5538,28200,31680,4800,378
5539,28200,31740,-8400,783
5540,28200,31740,-10800,1261
5541,28200,31740,-10800,1271
5542,28200,31500,-10800,1225
5543,28200,32760,0,655
5544,28200,29940,7500,215
5545,28200,30540,6600,268
5546,28200,29100,-13800,1301
5547,28200,30000,9000,184
5548,28200,29760,-10980,954
5549,28200,30720,0,570
5550,28200,30600,3600,384
5551,28200,30600,-10800,1008
5552,28200,30360,1800,455
5553,28200,29100,4800,285
5554,28200,29280,-12000,989
5555,28200,28560,-10800,718
5556,28200,29040,3000,344
5557,28200,30420,-10800,978
5558,28200,29040,-10920,754
5559,28200,30420,2400,427
5560,28200,30420,2400,428
5561,28200,30420,4200,348
5562,28200,30180,-10440,867
5563,28200,29280,-10740,771
5564,28200,29100,4800,286
5565,28200,29640,1800,418
5566,28200,29100,2400,371
5567,28200,29760,-12600,1149
5568,28200,30120,4200,340
5569,28200,30120,9000,186
5570,28200,30360,-11880,1231
5571,28200,30660,-11040,1069
5572,28200,29700,-10800,840
5573,28200,29160,-12300,1024
5574,28200,29160,4800,289
5575,28200,30060,-11880,1096
5576,28200,28860,-11400,773
5577,28200,30060,3600,359
5578,28200,30720,-10800,1035
5579,28200,29760,-8100,690
5580,28200,28620,2400,349
5581,28200,28860,900,421
5582,28200,30060,3600,358
5583,28200,28980,-9000,691
5584,28200,29640,2400,401
5585,28200,30360,-10800,968
5586,28200,29760,5580,271
5587,28200,29340,-12600,1172
5588,28200,30000,9000,185
5589,28200,29820,-10560,813
5590,28200,29940,-12300,1143
5591,28200,29880,9600,177
5592,28200,30840,0,574
5593,28200,29040,-12300,1044
5594,28200,30240,3000,400
5595,28200,30840,-10200,943
5596,28200,30840,0,576
5597,28200,30300,720,498
5598,28200,30480,2100,451
5599,28200,29940,-11040,947
5600,28200,30480,2100,449
5601,28200,30240,-12600,1292
5602,28200,30180,8100,208
5603,28200,29880,-10920,885
5604,28200,30240,-10500,870
5605,28200,28740,-11400,778
5606,28200,29040,-10560,740
5607,28200,29040,3000,343
5608,28260,30240,-8640,700
5609,28260,32100,27660,62
5610,28260,32220,-10140,1209
5611,28260,31800,-11220,1312
5612,28260,30420,-8640,705
5613,28260,30540,-10440,932
5614,28260,32400,8160,283
5615,28260,31980,-10920,1297
5616,28260,32100,26760,142
5617,28260,32820,-10920,1407
5618,28260,30360,-9600,759
5619,28260,31680,-11340,1323
5620,28260,30000,-10800,883
5621,28260,28980,-7860,687
5622,28260,29700,-11340,952
5623,28260,30660,-10560,979
5624,28260,30540,-10260,894
5625,28260,30300,-10500,884
5626,28260,29160,-10740,733
5627,28260,29520,-10800,804
5628,28260,31980,-8640,850
5629,28260,32760,-7860,736
5630,28260,30900,-8640,723
5631,28260,29520,-11520,939
5632,28260,31920,-10560,1252
5633,28260,30960,-10560,1029
5634,28320,31080,-10560,1065
5635,28320,29400,-11760,994
5636,28320,28800,-10500,712
5637,28320,31020,19020,161
5638,28320,29220,-11520,935
5639,28320,29640,5700,267
5640,28320,30240,7920,210
5641,28320,30060,-10080,774
5642,28320,30600,-8580,709
5643,28320,28980,-10800,724
5644,28320,31800,10080,194
5645,28320,30240,-10800,919
5646,28320,30840,720,533
5647,28320,29400,-14520,1431
5648,28320,30240,7920,212
5649,28320,33300,-10200,1391
5650,28320,29520,6720,233
5651,28320,32100,-10560,1281
5652,28320,31500,-10080,1056
5653,28320,31200,1920,486
5654,28320,31200,-10560,1083
5655,28320,29820,-10800,859
5656,28320,30960,-10080,942
5657,28320,31200,-11880,1329
